url,title,label,theme,badge,datetime,author,text
https://www.dr.dk/nyheder/udland/det-er-kaotisk-skriver-noedhjaelpsorganisation-til-dr-efter-nattens-angreb-i-gaza,"'Det er kaotisk,' skriver nødhjælpsorganisation til DR efter nattens angreb i Gaza",,Krig mellem Israel og Hamas,,2025-03-18T08:25:00+00:00,Mads Vestergaard,"'Det er kaotisk,' skriver nødhjælpsorganisation til DR efter nattens angreb i Gaza
Israel har natten til i dag udført massive angreb i Gazastriben.
Læs op
Det er på alle måder en ulykkelig situation. Både for de tilbageværende gidsler og for de cirka to millioner civile palæstinensere, der opholder sig i Gazastriben.
Sådan siger Anders Ladekarl, generalsekretær for Røde Kors' danske afdeling, efter Israel natten til i dag har udført en række massive angreb i Gaza.
Israel siger, at angrebene har været koncentreret omkring Hamas-mål.
Ifølge Gazastribens Hamas-kontrollerede sundhedsministerium er mindst 330 personer dræbt. Af dem skulle flere være børn og kvinder, skriver BBC.
DR er ikke i stand til at verificere oplysningerne.
I en sms skriver Læger uden Grænser til DR, at situationen er ""kaotisk"".
- Vi behandlede nogle af de sårede i løbet af natten og forsøger at få et overblik over situationen lige nu, skriver nødhjælpsorganisationens kommunikationsdirektør, Ulrik Norup Jørgensen.
'Helvede er brudt løs igen'
Ahmad Joumaa, der arbejder for nødhjælpsorganisationen Team Humanity, har i løbet af natten og morgenen været i kontakt med venner og bekendte, der opholder sig i Gazastriben.
Han har for kort tid siden selv besøgt enklaven.
- De fortæller, at helvede er brudt løs igen. Der har været konstante angreb hele natten, og jeg har fået meldinger fra både syd og nord, siger han til P1 Morgen.
- De er meget nervøse. Jeg har endda en kammerat, som sendte en afskedsbesked til mig.
Israel har angrebet i både det sydlige, nordlige og centrale Gaza. Der er med nattens hændelser tale om det mest voldsomme angreb, siden første fase af våbenhvilen mellem Israel og Hamas trådte i kraft 19. januar, skriver BBC.
Den udløb 1. marts, og der har siden været uenigheder mellem krigens stridende parter om, hvordan våbenhvilen efterfølgende skulle strikkes sammen.
Gidslerne er centrale
Våbenhvileforhandlingerne er blandt andet strandet på grund af uenigheder om de gidsler, der er tilbage i Gazastriben, og som har opholdt sig der, siden Hamas' terrorangreb mod Israel den 7. oktober 2023.
- Dette sker efter Hamas' gentagne afvisning af at løslade vores gidsler samt deres afvisning af alle de forslag, de har modtaget fra den amerikanske udsending Steve Witkoff og fra mæglerne, lyder det fra den israelske premierministers kontor.
Fra det ledende Hamas-medlem Izzat al-Rishq lyder det ifølge Ritzau, at Israels angreb er ""en beslutning om at ofre gidsler og give dem en dødsdom"".
I en anden udmelding fra den militante organisation, som er på USA's og EU's terrorliste, opfordrer man ""verdens frie folk"" til at gå på gaden og protestere over nattens dødbringende angreb og det, Hamas betegner som ""den zionistiske udryddelseskrig mod vores folk i Gazastriben"", beretter Al Jazeera.
På DR holder vi lige nu minutiøst øje med situaitonen i Gazastriben. Du kan gøre det samme i vores liveblog lige her:"
https://www.dr.dk/nyheder/udland/trump-skal-faa-putin-til-nikke-ja-til-vaabenhvile,Trump skal få Putin til at nikke ja til våbenhvile,,Krigen i Ukraine,,2025-03-18T07:36:00+00:00,Maja Lærke Maach,"Trump skal få Putin til at nikke ja til våbenhvile
Ifølge ekspert viser telefonsamtale mellem Putin og Trump, at en aftale er nær.
Læs op
I dag finder telefonsamtalen mellem Ruslands præsident, Vladimir Putin, og USA's præsident, Donald Trump, sted.
Ukraine har efter forhandlinger med USA accepteret en 30 dage lang våbenhvile, og det bliver Trumps opgave i dag at forsøge at få Putin til også at sige ja til den våbenhvile.
Trump skrev i nat dansk tid på sit sociale medie, at man er enige om ""mange elementer i en endelige aftale, men der er stadig meget, der mangler"".
Til journalister i Washinton D.C. sagde præsident Trump, at det er en meget vigtig samtale, og at man nærmer sig et ""kritisk punkt"".
- Vi vil have hele Rusland-Ukraine-halløjet overstået, lød det.
Den amerikanske udenrigsminister, Marco Rubio, sagde i går, at samtalen med Putin vil vise, hvor parterne står.
- Vi ved mere i morgen, efter at præsidenten har talt med Putin. Og forhåbentlig er vi i en bedre situation, sagde han.
Når forhandlingerne er rykket op på præsident-niveau, indikerer det, at parterne er klar til at lave en aftale.
Det siger Rasmus Brun Pedersen, lektor i international politik ved Aarhus Universitet.
- Det er en forhandling på det allerhøjeste niveau, så vi kan godt regne med, at der kommer en aftale, eller at der bliver ryddet ud i de mange sten på vejen, siger han.
Få seneste nyt og fredsforhandlinger i vores
Ukraine-liveblog.
Zelenskyj: Putin trækker krigen i langdrag
Ukraines præsident, Volodymyr Zelenskyj, siger, at russerne kunne have sagt ja til en våbenhvile tidligere men den russiske præsident, Vladimir Putin, trækker tiden.
- Hver dag under en krig koster menneskeliv. Putin trækker krigen i langdrag, sagde Zelenskyj sent i går aftes i sin daglige tale.
- I en uge nu har Putin ikke været i stand til at give et 'ja' til våbenhvileforslaget. Han siger hvad han vil, men ikke hvad hele verden gerne vil høre, sagde den ukrainske præsident.
Fra Kreml har samtalen mellem Trump og Putin været karakteriseret som ""et vigtigt skridt for genoplivningen af relationen mellem de to lande"".
Der er ikke meldt et præcist tidspunkt ud for telefonsamtalen."
https://www.dr.dk/nyheder/udland/valg-i-usa/morgenpost-fra-usa-i-dag-ringer-trumps-telefon-det-er-putin-i-roeret-og,,Valg i USA,Morgenpost fra USA,,2025-03-18T04:58:00+00:00,,"Morgenpost fra USA:
I dag ringer Trumps telefon, det er Putin i røret, og han vil gerne have et atomkraftværk
Donald Trump og Vladimir Putin skal i dag tale i telefon med hinanden.
Læs op
Donald Trump lovede i valgkampen igen og igen, at krigen i Ukraine ville være afsluttet, 24 timer efter han var indsat som præsident. Han har nu været præsident i omkring 1.360 timer.
Men det var -
forklarer Trump nu
- en sarkastisk bemærkning, at han i
marts 2023
,
i maj 2023
,
juli 2024
,
september 2024
, og ved et utal af vælgermøder lod forstå, at krigen ville være afsluttet inden for 24 timer.
Man må formode, at han gemmer sarkasmen væk i dag, når han skal tale i telefon med Vladimir Putin.
Sikkert er det, at de to skal snakke ""konflikten i Ukraine"" eller den ""særlige militære operation"", alt efter hvem af de to, der lægger for. Og så skal de to snakke om et atomkraftværk i Zaporizjzja. Det bekræftede Det Hvide Hus' pressesekretær, Karoline Leavitt, mandag.
Det her er
Morgenpost fra USA
om et telefonopkald, vel sagtens alle i den vestlige verden imødeser.
Et kraftværk på grænsen mellem Rusland og Ukraine
Telefonsamtalen mellem Trump og Putin kommer, efter Trumps personlige ven og særlige udsendte til Mellemøsten Steve Witkoff torsdag var i Moskva og holdt et fire timer langt møde med Putin.
- Hver uge bringer krigen 2.500 soldaterdrab fra begge sider, og det må stoppe NU. Jeg ser meget frem til samtalen med præsident Putin,
skriver Donald Trump på sit eget sociale medie, Truth Social
.
Det Hvide Hus' pressesekretær, Karoline Leavitt, fortalte mandag, at Trump er ""fast besluttet"" på at sikre en fredsaftale.
Adspurgt om indholdet af telefonsamtalen sagde hun: ""Et kraftværk på grænsen mellem Rusland og Ukraine var oppe at vende i samtalerne med ukrainerne, og (Trump, red.) vil tage det op i sin samtale med Putin i morgen.""
Anlægget menes at være Zaporizjzja-atomkraftværket, Europas største. Det ligger ikke på grænsen mellem de to lande, men i en del af Ukraine, som har været under russisk kontrol siden marts 2022. Og der har været kamphandlinger i området lige siden. Man har næsten lyst til at spørge, hvis ikke spørgsmålet i sig selv var så barokt, om ikke kamphandlingerne kunne foregå et andet sted.
Søndag -
i forbindelse med, at han vandt en golfturnering på sit eget golfresort
- blev Trump spurgt, hvilke temaer der var på bordet i våbenhvileforhandlingerne.
- Vi kommer til at tale om land. Vi kommer til at tale om kraftværker. Vi er allerede i gang med at drøfte en opdeling af visse aktiver.
Kremls talsmand, Dmitrij Peskov, afviste at kommentere, hvad præsidenterne skulle diskutere med ordene: ""Det gør vi aldrig.""
Det amerikanske justitsministerium har desuden meddelt, at USA trækker sig fra
taskforcen
""International Center for the Prosecution of the Crime of Aggression against Ukraine,"" der blev oprettet for at efterforske lederne bag invasionen af Ukraine, herunder Putin.
USA under Joe Biden tilsluttede sig i 2023, og det at man nu trækker sig, markerer det seneste skridt i forbrødringen mellem Moskva og Washington.
Min dygtige kollega Matilde Kimer gav i aftes dansk tid denne udlægning af den russiske forhandlingsposition forud for telefonsamtalen:
Vladimir Putin har tidligere udtalt, at han støtter en våbenhvile, men at han har en række betingelser herfor.
Et af stridspunkterne er, hvordan en våbenhvile overvåges og håndhæves langs frontlinjen i øst, og han har gjort det klart, at han ikke vil acceptere Nato-tropper på territoriet.
Og så er der Ukraine. De har - naturligvis - også krav, selvom de er klar til at acceptere det amerikanske forslag om 30 dages våbenhvile.
Det skriver Ukraines præsident Volodomyr Zelenskji på X
.
Det var
Morgenpost fra USA
med sidste nyt. Vi skrives ved i morgen, hvor Donald Trump har været præsident i 58 dage."
https://www.dr.dk/nyheder/udland/paa-bunden-af-oslofjorden-mener-forening-have-fundet-resterne-af-syv-henrettede,På bunden af Oslofjorden mener forening at have fundet resterne af syv henrettede modstandsfolk,,,,2025-03-17T20:27:00+00:00,Rasmus Jungersen,"På bunden af Oslofjorden mener forening at have fundet resterne af syv henrettede modstandsfolk
Modstandsfolkene blev dræbt af den tyske besættelsesmagt for præcis 80 år siden i dag.
Læs op
I dag for præcis 80 år siden blev 14 norske modstandsfolk dræbt af den tyske besættelsesmagt i Norge.
Nu er syv af dem måske blevet fundet. På bunden af Oslofjorden - i trækasser fulde af sten.
Det mener foreningen Æresgjeld, der leder efter jordiske rester af norske modstandsfolk, der blev dræbt under Anden Verdenskrig, skriver NRK.
Fundet bliver bakket op af politiet i Norge.
- I januar fik politiet bekræftet, at de jordiske rester formentlig stammer fra mennesker, og at det muligvis er muligt at udvinde dna til identifikation, siger politimester i Øst politidistrikt, Cecilie Lilaas-Skari i en pressemeddelelse.
- Sammenholdt med andre oplysninger mener politiet, at det, som er fundet, er en af de to kasser med jordiske rester efter 14 nordmænd, som blev henrettet på Akershus fæstning 17. marts 1945, tilføjer hun.
Måske er Per-Eriks onkel endelig fundet
Det var tilbage i december 2024, at foreningen Æresgjeld kontaktede norsk politi og fortalte, at de havde fundet kassen på bunden af fjorden.
Nærmere bestemt havde de – gennem arkivarbejde – lokaliseret et sted i fjorden ud for halvøen Nesodden. Og med en undervandsdrone filmede de deres fund.
I alt blev 42 personer henrettet af tyskerne mod slutningen af krigen i februar og marts 1945. Ligene blev anbragt i tre trækasser og smidt i fjorden.
I 1945 gjorde norsk politi selv et forsøg på at finde kasserne – uden held. Og siden da har politiet ikke ledt efter dem.
Æresgjeld mener altså nu at have fundet den ene - og fortsætter med at lede efter de to resterende.
Akershus er et slot og fæstning i den norske hovedstad, Oslo. Stedet blev brugt af tyskerne til at indespærre og henrette norske modstandsfolk under krigen.
Æresgjeld mener, at de syv personer, hvis rester nu formentligt er blevet fundet, var involveret i en større sabotageaktion mod jernbanenettet i det østlige Norge, skriver NRK.
Per-Erik Knutsen er en af de nulevende nordmænd, som i dag fik at vide, at et af hans familiemedlemmer nu måske er blevet fundet.
- Jeg håber, at de fundne rester nu bliver taget op, så vi kan få at vide, om han er en af dem, siger han til NRK.
Per-Erik Knutsens onkel, Kåre Olafsen, var 25 år gammel, da han blev henrettet:
Håber, at det kan give efterladte klarhed
De norske myndigheder har nu vurderet, at kassen med resterne skal hives op af fjorden.
Herefter venter et arbejde med at forsøge at identificere resterne ved hjælp af dna-analyser.
Allerede nu beder politiet personer give sig til kende, hvis de mener, at de kunne være efterkommere eller pårørende til nogen af de henrettede.
- Jeg er sikker på, at det er – og har været – en belastning for pårørende og efterladte ikke at vide, hvor deres døde pårørende blev af, efter de blev dræbt. Jeg håber, det kan blive starten på et arbejde, der kan skabe klarhed til de efterladte, siger politimester Cecilie Lilaas-Skari.
Omkring 100 af de mere end 400 nordmænd, der blev henrettet under krigen, er aldrig blevet fundet, skriver NRK."
https://www.dr.dk/nyheder/udland/i-panik-stormede-de-vaek-fra-mystisk-oeredoevende-lyd-nu-vil-demonstranterne-have,"I panik stormede de væk fra mystisk, øredøvende lyd: Nu vil demonstranterne have undersøgt, om et forbudt sonisk våben blev rettet mod dem",,,,2025-03-17T20:14:00+00:00,Line Jenvall,"I panik stormede de væk fra mystisk, øredøvende lyd:
Nu vil demonstranterne have undersøgt, om et forbudt sonisk våben blev rettet mod dem
Den serbiske præsident afviser, at en ulovlig lyd-kanon skulle være blevet brugt.
Læs op
I løbet af få sekunder skete der noget på gaden i den serbiske hovedstad, Beograd, hvor demonstranter med lysende telefoner rakt i vejret gav udtryk for deres utilfredshed med et korrupt og autokratisk politisk system.
Pludselig styrter de i alle retninger, vælter over hinanden for at komme væk og efterlader midten af gaden fuldstændig tom, mens de søger ly i butikker og langs bygningerne.
Et øjeblik efter bevæger de sig igen forsigtigt tilbage.
Årsagen -
lyder anklagen fra demonstranterne
- er, at en såkaldt sonisk kanon blev rettet mod dem med voldsomme lydbølger, der skabte en gennemtrængende og ubehagelig støj.
Selvom
præsident Aleksandar Vucic har kaldt
anklagerne for ""onde løgne"",
kræver demonstranterne nu sagen undersøgt
, og over en halv million har lagt navn til en underskriftsindsamling for at få FN, EU og den regionale sikkerhedsorganisation OSCE til at gå ind i sagen.
Videoen her er fra demonstrationen, hvor der bliver holdt 15 minutters stilhed i respekt for dem, der mistede livet under et kollapset betontag i Novi Sad for fire og en halv måned siden, men viser ikke øjeblikket, hvor demonstranterne pludselig spredes til alle sider. Video: Goran Radojev.
'Et forsøg på at starte kaos'
Der skulle angiveligt være tale om et amerikansk produceret
""long range acoustic device"" (LRAD)
- altså et langtrækkende akustisk redskab, der kan sende højfrekvente lydbølger i en specifik retning over lange afstande, så dem, de rammer oplever øresmerter og bliver desorienterede.
Ifølge
nyhedsbureauet AP
skulle politiet i Serbien have føjet den ellers ulovlige lydkanon til sit våbenarsenal for et par år siden, men såvel politiet som landets forsvarsministerium har, ligesom præsidenten, afvist, at soniske våben skulle have været i brug lørdag.
Underskriftsindsamlingen er startet af oppositionspartiet Move Change og rummer et krav om, at såvel ""medicinske, lovmæssige og tekniske aspekter af lydkanonens betydning for sundhed og menneskerettigheder,"" skal undersøges
skriver nyhedsbureauet AP
.
Selvom demonstranterne i anti-korruptionsbevægelsen gør sig umage for at forblive apolitiske, har der altså været massiv tilslutning til indsamlingen, og blandt andre NGO'en Beograds Sikkerhedspolitiske Center har fordømt det, der bliver kaldt ""ulovlig og inhuman brug af forbudte våben"".
- Denne handling er udtryk for en åbenlys magtudøvelse og et forsøg på at starte kaos med det formål at delegitimere protester og kriminalisere fredelige borgere,
lyder det fra organistationen
.
Penge i de forkerte lommer
De utilfredse serbere var lørdag samlet i hundredtusindvis til den hidtil største demonstration, der nu står som den foreløbige kulmination på dét oprør, der bare er vokset og vokset siden november med daglige protester over hele landet.
Det udspringer af frustrationen over, at 15 mennesker for nu fire og en halv måned siden mistede livet, da et betonhalvtag brasede sammen over en nyrenoveret togstation i landets næststørste by, Novi Sad. Det skulle egentlig have været et prestigeprojekt for regeringen, men ifølge kritikerne er pengene røget i de forkerte lommer, med byggesjusk til følge, der altså endte med at koste helt almindelige serbere livet.
Siden da har anti-korruptionsbevægelsen holdt 15 minutters stilhed ved deres demonstrationer, og det var netop midt i den stilhed, at den øredøvende lyd spredte menneskemængden.
Videoer
af
episoden
kan ses
på sociale medier, men det er ikke muligt for DR Nyheder at verificere optagelserne. En fotograf fra AP, der var til stede, beskriver dog, hvordan folk i al hast forsøgte at komme væk fra en susende, panikskabende lyd."
https://www.dr.dk/nyheder/udland/sankt-patrick-dag-fejret-i-gaderne-i-groenne-farver,,,,,2025-03-17T19:52:00+00:00,,"Sankt Patrick dag fejret i gaderne i grønne farver
""Today we are all Irish"", lyder dagens slogan.
Læs op
Grøn glæde dominerer gaderne i flere storbyer i dag, hvor irerne fejrer den kristne helgen Sankt Patrick, som ifølge traditionen indførte kristendommen i Irland i det 5. århundrede.
Dagen fejres med parader, blomsterkranse, sækkepiber, musikkorps, irsk øl - og masser af tilskuere klædt i grønt i trekløverets tegn.
Og det er ikke kun for irere - alle er velkommen til at feste med, som det lyder i sloganet på Sankt Patricks dag: ""Today we are all Irish"".
Se billeder fra de festlige parader i Dublin i Irland og New York i USA."
https://www.dr.dk/nyheder/udland/live-vaabenhvile-i-gaza,,,Krig i Mellemøsten,,2025-03-17T18:11:00+00:00,,"LIVE Israel har udført det voldsomste angreb i Gaza siden våbenhvilen i januar
Læs op
Natten til tirsdag har Israel udført det største angreb i Gaza siden 19. januar.
Følg udviklingen her:"
https://www.dr.dk/nyheder/udland/tornadoudbrud-har-haerget-usa-huse-er-jaevnet-med-jorden,Tornadoudbrud har hærget USA: ’Huse er jævnet med jorden’,,,,2025-03-17T17:28:00+00:00,Villads Rostrup,"Tornadoudbrud har hærget USA:
’Huse er jævnet med jorden’
Siden i fredags er der registreret 66 tornadoer i et tornadoudbrud i Midtvesten og Sydstaterne.
Læs op
Tornadoer, sandstorme og skovbrande er noget af det vejr, som flere stater i USA har været udsat for hen over weekenden.
Det er særligt delstaterne i Syden og Midtvesten, som har været hårdt ramt af det ekstreme uvejr. Den amerikanske præsident Donald Trump
melder
om mindst 36 omkomne på tværs af alle de stater, som har været ramt af, hvad flere amerikanske
medier
kalder for 'Monsterstormen'.
Huse er jævnet med jorden
Stormen har hen over weekenden bevæget sig gennem Midtvesten og Syden, og der er siden i fredags blevet registreret 66 tornadoer, hvilket vil sige, at der er tale om et tornadoudbrud, som er et stort antal tornadoer i et kort tidsrum.
Det er især staterne Arkansas, Missouri, Alabama, Mississippi og Kansas, som har har været særlig udsatte.
- Der har været orkanagtige vinde, kraftig nedbør, og så har de kraftige vinde pisket skovbrande op i Oklahoma og Texas. Så alt i alt har det været en voldsom blanding af ødelæggende vejr, siger DRs vejrvært Louise Gade Sig.
Det ødelæggende vejr har sat sine spor i Midtvesten og Sydstaterne, hvor uvejret har hærget og påvirket tusindvis af amerikanere.
- Huse er jævnet med jorden, træer og elmaster er rykket op, og det har efterladt tusindvis af husstande uden strøm, siger Louise Gade Sig.
Lige nu har uvejret bevæget sig østpå og påvirker lige nu den amerikanske østkyst, men i morgen skulle det meste af Østkysten være ude af farezonen.
Herunder kan du se, hvilke ødelæggende konsekvenser stormen har haft:
En af de mest alvorlige storme de seneste år
Det er ikke første gang, at de amerikanske sydstater mærker naturens dødelige kraft. USA og især Midtvesten og de sydlige delstater har været hårdt ramt flere gange og efterladt utallige amerikanere uden hus og hjem, uden familie og venner.
- Stormen er klart en af de mest alvorlige, som vi har set i de seneste år. Det store antal tornadoer og deres voldsomme, destruerende kræfter gør denne storm særlig voldsom, siger Louise Gade Sig.
Alligevel har USA tidligere oplevet endnu mere ødelæggende storme.
I 2011 mistede over 300 mennesker livet, da der blev registreret mere end 300 tornadoer i et tornadoudbrud i den samme del af USA.
Og ifølge vejrværten er den geografiske placering af Midtvesten og de sydlige stater en af hovedårsagerne bag de gentagne og altødelæggende storme.
- Når den kolde luft fra Canada møder varm, fugtig luft fra Den Mexicanske Golf skaber de perfekte betingelser for tornadoer og kraftige storme. Samtidig giver det flade, åbne terræn i de her stater storme ret gode muligheder for at udvikle sig hurtigt.
- En del af forklaringen er også, at forår er højsæson for tornadoer, fordi temperaturforskellene er størst på denne tid af året.
Den amerikanske præsident, Donald Trump, udtalte sig i går om weekendens ødelæggende uvejr på sit sociale medie Truth Social og sagde, at ""de holder øje med situationen"" og ""har indsat Nationalgarden i Arkansas""
."
https://www.dr.dk/nyheder/udland/billedserie-vreden-har-blandet-sig-med-sorg-i-den-nordmakedonske-hvor-59-mennesker-i,,,,,2025-03-17T15:49:00+00:00,,"BILLEDSERIE  Vreden har blandet sig med sorg i den nordmakedonske by, hvor 59 mennesker i weekenden mistede livet
De tusindvis af demonstranter kræver retfærdighed for ofrene og et opgør med korruption i landet.
Læs op
I dag gik tusindvis af mennesker på gaden i den nordmakedonske by Kaconi, hvor 59 mennesker i weekenden mistede livet i en brand på en natklub.
Og mens tårerne stadig trillede ned ad kinderne hos pårørende og overlevende, så fyldte vreden også hos de demonstrerende. De kræver retfærdighed for ofrene og en ende på den korruption, som de mener ligger bag katastrofen.
Ifølge Reuters har Nordmakedoniens statsanklager oplyst, at natklubben manglede både brandslukkere, røgalarmer og sprinkleranlæg. Desuden var der på stedet angiveligt kun én nødudgang.
Premierminister Hristijan Mickoski har lovet, at de skyldige vil blive stillet til ansvar. Ifølge ham var natklubbens tilladelser blevet givet ulovligt af landets finansministerium, skriver nyhedsbureauet."
https://www.dr.dk/nyheder/udland/valg-i-usa/morgenpost-fra-usa-fransk-politiker-er-saa-traet-af-trump-han-vil-have,,,Morgenpost fra USA,,2025-03-17T04:55:00+00:00,,"Morgenpost fra USA:
Fransk politiker er så træt af Trump, at han vil have Frihedsgudinden retur
Fransk medlem af Europaparlamentet vil have Frihedsgudinden tilbage.
Læs op
Hvis der er en person, der repræsenterer New York, så er det i mine øjne Lou Reed. Hans skildringer af livet på toppen og særligt på bunden af et sted med så meget facade som New York sidder i mig, når jeg går rundt i byen.
Jeg kan ikke krydse Lexington uden at tænke, hvem der står mere død end levende og venter på sin dealer i krydset ved 125. gade, som Lou Reed gør det i ""Waiting for my man"".
Og når jeg skal forsøge at ihukomme, hvad der står på Frihedsgudindens sokkel, kan jeg kun høre Lou Reed messe: ""
Give me your hungry, your tired, your poor, I'll piss on 'em. That's what the Statue of Bigotry says.""
Alt denne snak om Lou Reed blot for at sige, at
Morgenpost fra USA
i dag handler om Frihedsgudinden - og ikke
Statuen for Hykleri
, som Lou Reed kalder den i ""Dirty Blvd"".
Den strunke statue var i sin tid en gave fra Frankrig, men spørger man et fransk medlem af Europaparlamentet, så skal den gave returneres.
Pourquoi ? Spørger
Morgenpost fra USA
.
""Giv os Frihedsgudinden tilbage""
Det er ikke hver dag, at Raphaël Glucksmann, medlem af Europaparlamentet for centrum-venstre partiet Place Publique, finder vej til amerikanske medier. Men han har så at sige været hele trykmøllen rundt grundet følgende citat:
- Vi vil sige til de amerikanere, der har valgt at støtte tyrannerne, til de amerikanere, der fyrede forskere for at kræve videnskabelig frihed: ""Giv os Frihedsgudinden tilbage,"" sagde han til jublende tilhængere til et partikonvent i weekenden.
- Vi gav den til jer som en gave, men tilsyneladende foragter I den. Så den vil have det helt fint herhjemme (i Frankrig, red.), tilføjede han.
Hans pointe er, USA ikke længere lever op til de værdier, som statuen symboliserer - frihed, demokrati og menneskerettigheder - og symboliserede, da den blev givet i 1876 i forbindelse med hundredåret for USA's uafhængighed.
Og her er Lou Reeds parafrase over Frihedsgudindens betydning fra tidligere måske meget rammede. For Lou Reed gør den til et symbol ikke på frihed, men på hykleri - et ideal, som ikke stemmer overens med virkeligheden.
Raphaël Glucksmann mere end antyder, at han ikke mener, at USA er symbol på frihed og demokrati, blandt andet er han stærkt utilfreds med, at USA under Donald Trump har valgt en mere forsonlig tilgang til Rusland end under sin forgænger.
Her ville jeg gerne have spurgt Raphaël Glucksmann om, hvad han mener om, at et af de største partier i Frankrig, Marine Le Pens Rassemblement National, også har anlagt en forsonlig, politisk linje over for Rusland og landets præsident Vladimir Putin.
Marine Le Pen har selv ved flere lejligheder rost præsident Putin
, som hun endda besøgte inden det franske præsidentvalg i 2017. Dengang sagde hun til BBC, at hovedlinjerne i hendes politik er ""de samme hovedlinjer, som hr. Trump og hr. Putin forsvarer.""
Rassemblement National blev suverænt Frankrigs største parti ved Europaparlamentsvalget sidste år. Så med Raphaël Glucksmanns argumentation skal Frihedsgudinden måske ikke til Frankrig.
Og så har Frankrig allerede en Frihedsgudindestatue på seinebroen Pont de Grenelle, som de fik i gave fra USA i 1889 i anledning af hundredåret for Den Franske Revolution. Den er med sine 11,5 meter noget mindre end den omkring 96 meter høje Frihedsgudinde i New Yorks havn.
Det var
Morgenpost fra USA
med sidste nyt. Vi skrives ved i morgen, hvor Donald Trump har været præsident i 57 dage.
Hverken Raphaël Glucksmann eller partiet Place Publique er vendt tilbage på DR's spørgsmål forud for udgivelse af nærværende artikel."
